"State","Crime","Type of Crime","Year","Count"
"Nebraska","Motor vehicle theft","Property Crime","1993","5252"
"Nebraska","Motor vehicle theft","Property Crime","1994","6236"
"Nebraska","Motor vehicle theft","Property Crime","1995","5752"
"Nebraska","Motor vehicle theft","Property Crime","1996","5643"
"Nebraska","Motor vehicle theft","Property Crime","1997","5541"
"Nebraska","Motor vehicle theft","Property Crime","1998","5788"
"Nebraska","Motor vehicle theft","Property Crime","1999","5440"
"Nebraska","Motor vehicle theft","Property Crime","2000","5230"
"Nebraska","Motor vehicle theft","Property Crime","2001","6490"
"Nebraska","Motor vehicle theft","Property Crime","2002","6409"
"Nebraska","Motor vehicle theft","Property Crime","2003","6132"
"Nebraska","Motor vehicle theft","Property Crime","2004","5287"
"Nebraska","Motor vehicle theft","Property Crime","2005","5567"
"Nevada","Murder and nonnegligent Manslaughter","Violent Crime","1960","25"
"Nevada","Murder and nonnegligent Manslaughter","Violent Crime","1961","21"
"Nevada","Murder and nonnegligent Manslaughter","Violent Crime","1962","27"
"Nevada","Murder and nonnegligent Manslaughter","Violent Crime","1963","29"
"Nevada","Murder and nonnegligent Manslaughter","Violent Crime","1964","32"
"Nevada","Murder and nonnegligent Manslaughter","Violent Crime","1965","37"
"Nevada","Murder and nonnegligent Manslaughter","Violent Crime","1966","48"
"Nevada","Murder and nonnegligent Manslaughter","Violent Crime","1967","48"
"Nevada","Murder and nonnegligent Manslaughter","Violent Crime","1968","25"
"Nevada","Murder and nonnegligent Manslaughter","Violent Crime","1969","41"
"Nevada","Murder and nonnegligent Manslaughter","Violent Crime","1970","43"
"Nevada","Murder and nonnegligent Manslaughter","Violent Crime","1971","58"
"Nevada","Murder and nonnegligent Manslaughter","Violent Crime","1972","71"
"Nevada","Murder and nonnegligent Manslaughter","Violent Crime","1973","67"
"Nevada","Murder and nonnegligent Manslaughter","Violent Crime","1974","85"
"Nevada","Murder and nonnegligent Manslaughter","Violent Crime","1975","77"
"Nevada","Murder and nonnegligent Manslaughter","Violent Crime","1976","70"
"Nevada","Murder and nonnegligent Manslaughter","Violent Crime","1977","100"
"Nevada","Murder and nonnegligent Manslaughter","Violent Crime","1978","102"
"Nevada","Murder and nonnegligent Manslaughter","Violent Crime","1979","123"
"Nevada","Murder and nonnegligent Manslaughter","Violent Crime","1980","160"
"Nevada","Murder and nonnegligent Manslaughter","Violent Crime","1981","148"
"Nevada","Murder and nonnegligent Manslaughter","Violent Crime","1982","120"
"Nevada","Murder and nonnegligent Manslaughter","Violent Crime","1983","114"
"Nevada","Murder and nonnegligent Manslaughter","Violent Crime","1984","98"
"Nevada","Murder and nonnegligent Manslaughter","Violent Crime","1985","96"
"Nevada","Murder and nonnegligent Manslaughter","Violent Crime","1986","121"
"Nevada","Murder and nonnegligent Manslaughter","Violent Crime","1987","85"
"Nevada","Murder and nonnegligent Manslaughter","Violent Crime","1988","111"
"Nevada","Murder and nonnegligent Manslaughter","Violent Crime","1989","91"
"Nevada","Murder and nonnegligent Manslaughter","Violent Crime","1990","116"
"Nevada","Murder and nonnegligent Manslaughter","Violent Crime","1991","152"
"Nevada","Murder and nonnegligent Manslaughter","Violent Crime","1992","145"
"Nevada","Murder and nonnegligent Manslaughter","Violent Crime","1993","144"
"Nevada","Murder and nonnegligent Manslaughter","Violent Crime","1994","170"
"Nevada","Murder and nonnegligent Manslaughter","Violent Crime","1995","163"
"Nevada","Murder and nonnegligent Manslaughter","Violent Crime","1996","220"
"Nevada","Murder and nonnegligent Manslaughter","Violent Crime","1997","187"
"Nevada","Murder and nonnegligent Manslaughter","Violent Crime","1998","170"
"Nevada","Murder and nonnegligent Manslaughter","Violent Crime","1999","165"
"Nevada","Murder and nonnegligent Manslaughter","Violent Crime","2000","129"
"Nevada","Murder and nonnegligent Manslaughter","Violent Crime","2001","180"
"Nevada","Murder and nonnegligent Manslaughter","Violent Crime","2002","181"
"Nevada","Murder and nonnegligent Manslaughter","Violent Crime","2003","197"
"Nevada","Murder and nonnegligent Manslaughter","Violent Crime","2004","172"
"Nevada","Murder and nonnegligent Manslaughter","Violent Crime","2005","206"
"Nevada","Forcible rape","Violent Crime","1960","36"
"Nevada","Forcible rape","Violent Crime","1961","24"
"Nevada","Forcible rape","Violent Crime","1962","66"
"Nevada","Forcible rape","Violent Crime","1963","60"
"Nevada","Forcible rape","Violent Crime","1964","54"
"Nevada","Forcible rape","Violent Crime","1965","68"
"Nevada","Forcible rape","Violent Crime","1966","52"
"Nevada","Forcible rape","Violent Crime","1967","64"
"Nevada","Forcible rape","Violent Crime","1968","79"
"Nevada","Forcible rape","Violent Crime","1969","94"
"Nevada","Forcible rape","Violent Crime","1970","96"
"Nevada","Forcible rape","Violent Crime","1971","135"
"Nevada","Forcible rape","Violent Crime","1972","179"
"Nevada","Forcible rape","Violent Crime","1973","252"
"Nevada","Forcible rape","Violent Crime","1974","259"
"Nevada","Forcible rape","Violent Crime","1975","279"
"Nevada","Forcible rape","Violent Crime","1976","288"
"Nevada","Forcible rape","Violent Crime","1977","311"
"Nevada","Forcible rape","Violent Crime","1978","356"
"Nevada","Forcible rape","Violent Crime","1979","418"
"Nevada","Forcible rape","Violent Crime","1980","538"
"Nevada","Forcible rape","Violent Crime","1981","548"
"Nevada","Forcible rape","Violent Crime","1982","542"
"Nevada","Forcible rape","Violent Crime","1983","457"
"Nevada","Forcible rape","Violent Crime","1984","553"
"Nevada","Forcible rape","Violent Crime","1985","564"
"Nevada","Forcible rape","Violent Crime","1986","625"
"Nevada","Forcible rape","Violent Crime","1987","622"
"Nevada","Forcible rape","Violent Crime","1988","782"
"Nevada","Forcible rape","Violent Crime","1989","662"
"Nevada","Forcible rape","Violent Crime","1990","748"
"Nevada","Forcible rape","Violent Crime","1991","848"
"Nevada","Forcible rape","Violent Crime","1992","833"
"Nevada","Forcible rape","Violent Crime","1993","846"
"Nevada","Forcible rape","Violent Crime","1994","1001"
"Nevada","Forcible rape","Violent Crime","1995","937"
"Nevada","Forcible rape","Violent Crime","1996","856"
"Nevada","Forcible rape","Violent Crime","1997","1005"
"Nevada","Forcible rape","Violent Crime","1998","911"
"Nevada","Forcible rape","Violent Crime","1999","943"
"Nevada","Forcible rape","Violent Crime","2000","860"
"Nevada","Forcible rape","Violent Crime","2001","883"
"Nevada","Forcible rape","Violent Crime","2002","928"
"Nevada","Forcible rape","Violent Crime","2003","871"
"Nevada","Forcible rape","Violent Crime","2004","954"
"Nevada","Forcible rape","Violent Crime","2005","1016"
"Nevada","Robbery","Violent Crime","1960","211"
"Nevada","Robbery","Violent Crime","1961","317"
"Nevada","Robbery","Violent Crime","1962","357"
"Nevada","Robbery","Violent Crime","1963","437"
"Nevada","Robbery","Violent Crime","1964","448"
"Nevada","Robbery","Violent Crime","1965","429"
"Nevada","Robbery","Violent Crime","1966","440"
"Nevada","Robbery","Violent Crime","1967","523"
"Nevada","Robbery","Violent Crime","1968","647"
"Nevada","Robbery","Violent Crime","1969","781"
"Nevada","Robbery","Violent Crime","1970","921"
"Nevada","Robbery","Violent Crime","1971","868"
"Nevada","Robbery","Violent Crime","1972","1002"
"Nevada","Robbery","Violent Crime","1973","1436"
"Nevada","Robbery","Violent Crime","1974","1592"
"Nevada","Robbery","Violent Crime","1975","1791"
"Nevada","Robbery","Violent Crime","1976","1799"
"Nevada","Robbery","Violent Crime","1977","2045"
"Nevada","Robbery","Violent Crime","1978","2373"
"Nevada","Robbery","Violent Crime","1979","2861"
"Nevada","Robbery","Violent Crime","1980","3686"
"Nevada","Robbery","Violent Crime","1981","3870"
"Nevada","Robbery","Violent Crime","1982","3697"
"Nevada","Robbery","Violent Crime","1983","2737"
"Nevada","Robbery","Violent Crime","1984","2542"
"Nevada","Robbery","Violent Crime","1985","2573"
"Nevada","Robbery","Violent Crime","1986","2763"
"Nevada","Robbery","Violent Crime","1987","2744"
"Nevada","Robbery","Violent Crime","1988","3087"
"Nevada","Robbery","Violent Crime","1989","2784"
"Nevada","Robbery","Violent Crime","1990","2864"
"Nevada","Robbery","Violent Crime","1991","4012"
"Nevada","Robbery","Violent Crime","1992","4397"
"Nevada","Robbery","Violent Crime","1993","4724"
"Nevada","Robbery","Violent Crime","1994","5134"
"Nevada","Robbery","Violent Crime","1995","4966"
"Nevada","Robbery","Violent Crime","1996","4931"
"Nevada","Robbery","Violent Crime","1997","5071"
"Nevada","Robbery","Violent Crime","1998","4453"
"Nevada","Robbery","Violent Crime","1999","4209"
"Nevada","Robbery","Violent Crime","2000","4543"
"Nevada","Robbery","Violent Crime","2001","4932"
"Nevada","Robbery","Violent Crime","2002","5118"
"Nevada","Robbery","Violent Crime","2003","5225"
"Nevada","Robbery","Violent Crime","2004","4905"
"Nevada","Robbery","Violent Crime","2005","4702"
"Nevada","Aggravated assault","Violent Crime","1960","144"
"Nevada","Aggravated assault","Violent Crime","1961","187"
"Nevada","Aggravated assault","Violent Crime","1962","261"
"Nevada","Aggravated assault","Violent Crime","1963","229"
"Nevada","Aggravated assault","Violent Crime","1964","449"
"Nevada","Aggravated assault","Violent Crime","1965","419"
"Nevada","Aggravated assault","Violent Crime","1966","447"
"Nevada","Aggravated assault","Violent Crime","1967","465"
"Nevada","Aggravated assault","Violent Crime","1968","510"
"Nevada","Aggravated assault","Violent Crime","1969","726"
"Nevada","Aggravated assault","Violent Crime","1970","888"
"Nevada","Aggravated assault","Violent Crime","1971","826"
"Nevada","Aggravated assault","Violent Crime","1972","1012"
"Nevada","Aggravated assault","Violent Crime","1973","1380"
"Nevada","Aggravated assault","Violent Crime","1974","1974"
"Nevada","Aggravated assault","Violent Crime","1975","1871"
"Nevada","Aggravated assault","Violent Crime","1976","2058"
"Nevada","Aggravated assault","Violent Crime","1977","2247"
"Nevada","Aggravated assault","Violent Crime","1978","2322"
"Nevada","Aggravated assault","Violent Crime","1979","2464"
"Nevada","Aggravated assault","Violent Crime","1980","2920"
"Nevada","Aggravated assault","Violent Crime","1981","3009"
"Nevada","Aggravated assault","Violent Crime","1982","2737"
"Nevada","Aggravated assault","Violent Crime","1983","2530"
"Nevada","Aggravated assault","Violent Crime","1984","2533"
"Nevada","Aggravated assault","Violent Crime","1985","3011"
"Nevada","Aggravated assault","Violent Crime","1986","3414"
"Nevada","Aggravated assault","Violent Crime","1987","3555"
"Nevada","Aggravated assault","Violent Crime","1988","4295"
"Nevada","Aggravated assault","Violent Crime","1989","3410"
"Nevada","Aggravated assault","Violent Crime","1990","3494"
"Nevada","Aggravated assault","Violent Crime","1991","3681"
"Nevada","Aggravated assault","Violent Crime","1992","3872"
"Nevada","Aggravated assault","Violent Crime","1993","6443"
"Nevada","Aggravated assault","Violent Crime","1994","8292"
"Nevada","Aggravated assault","Violent Crime","1995","8395"
"Nevada","Aggravated assault","Violent Crime","1996","6998"
"Nevada","Aggravated assault","Violent Crime","1997","7132"
"Nevada","Aggravated assault","Violent Crime","1998","5710"
"Nevada","Aggravated assault","Violent Crime","1999","4994"
"Nevada","Aggravated assault","Violent Crime","2000","4942"
"Nevada","Aggravated assault","Violent Crime","2001","6364"
"Nevada","Aggravated assault","Violent Crime","2002","7629"
"Nevada","Aggravated assault","Violent Crime","2003","7520"
"Nevada","Aggravated assault","Violent Crime","2004","8348"
"Nevada","Aggravated assault","Violent Crime","2005","8730"
"Nevada","Burglary","Property Crime","1960","2606"
"Nevada","Burglary","Property Crime","1961","2724"
"Nevada","Burglary","Property Crime","1962","2971"
"Nevada","Burglary","Property Crime","1963","4221"
"Nevada","Burglary","Property Crime","1964","4416"
"Nevada","Burglary","Property Crime","1965","3863"
"Nevada","Burglary","Property Crime","1966","4229"
"Nevada","Burglary","Property Crime","1967","4734"
"Nevada","Burglary","Property Crime","1968","5808"
"Nevada","Burglary","Property Crime","1969","6245"
"Nevada","Burglary","Property Crime","1970","8116"
"Nevada","Burglary","Property Crime","1971","7635"
"Nevada","Burglary","Property Crime","1972","9262"
"Nevada","Burglary","Property Crime","1973","11781"
"Nevada","Burglary","Property Crime","1974","14053"
"Nevada","Burglary","Property Crime","1975","14487"
"Nevada","Burglary","Property Crime","1976","14594"
"Nevada","Burglary","Property Crime","1977","15528"
"Nevada","Burglary","Property Crime","1978","17551"
"Nevada","Burglary","Property Crime","1979","19799"
"Nevada","Burglary","Property Crime","1980","23263"
"Nevada","Burglary","Property Crime","1981","23046"
"Nevada","Burglary","Property Crime","1982","21256"
"Nevada","Burglary","Property Crime","1983","17922"
"Nevada","Burglary","Property Crime","1984","18023"
"Nevada","Burglary","Property Crime","1985","17312"
"Nevada","Burglary","Property Crime","1986","15446"
"Nevada","Burglary","Property Crime","1987","16408"
"Nevada","Burglary","Property Crime","1988","16376"
"Nevada","Burglary","Property Crime","1989","15607"
"Nevada","Burglary","Property Crime","1990","16434"
"Nevada","Burglary","Property Crime","1991","18026"
"Nevada","Burglary","Property Crime","1992","17108"
"Nevada","Burglary","Property Crime","1993","17293"
"Nevada","Burglary","Property Crime","1994","19735"
"Nevada","Burglary","Property Crime","1995","20235"
"Nevada","Burglary","Property Crime","1996","19558"
"Nevada","Burglary","Property Crime","1997","21975"
"Nevada","Burglary","Property Crime","1998","19873"
"Nevada","Burglary","Property Crime","1999","17613"
"Nevada","Burglary","Property Crime","2000","17526"
"Nevada","Burglary","Property Crime","2001","17711"
"Nevada","Burglary","Property Crime","2002","18951"
"Nevada","Burglary","Property Crime","2003","21958"
"Nevada","Burglary","Property Crime","2004","23142"
"Nevada","Burglary","Property Crime","2005","23481"
"Nevada","Larceny-theft","Property Crime","1960","5675"
"Nevada","Larceny-theft","Property Crime","1961","6136"
"Nevada","Larceny-theft","Property Crime","1962","7054"
"Nevada","Larceny-theft","Property Crime","1963","9441"
"Nevada","Larceny-theft","Property Crime","1964","9856"
"Nevada","Larceny-theft","Property Crime","1965","9779"
"Nevada","Larceny-theft","Property Crime","1966","9494"
"Nevada","Larceny-theft","Property Crime","1967","11159"
"Nevada","Larceny-theft","Property Crime","1968","11107"
"Nevada","Larceny-theft","Property Crime","1969","13069"
"Nevada","Larceny-theft","Property Crime","1970","14877"
"Nevada","Larceny-theft","Property Crime","1971","15094"
"Nevada","Larceny-theft","Property Crime","1972","16335"
"Nevada","Larceny-theft","Property Crime","1973","18079"
"Nevada","Larceny-theft","Property Crime","1974","23413"
"Nevada","Larceny-theft","Property Crime","1975","26741"
"Nevada","Larceny-theft","Property Crime","1976","28776"
"Nevada","Larceny-theft","Property Crime","1977","26666"
"Nevada","Larceny-theft","Property Crime","1978","28018"
"Nevada","Larceny-theft","Property Crime","1979","31388"
"Nevada","Larceny-theft","Property Crime","1980","34864"
"Nevada","Larceny-theft","Property Crime","1981","36955"
"Nevada","Larceny-theft","Property Crime","1982","36279"
"Nevada","Larceny-theft","Property Crime","1983","31749"
"Nevada","Larceny-theft","Property Crime","1984","31508"
"Nevada","Larceny-theft","Property Crime","1985","33336"
"Nevada","Larceny-theft","Property Crime","1986","33601"
"Nevada","Larceny-theft","Property Crime","1987","35157"
"Nevada","Larceny-theft","Property Crime","1988","37401"
"Nevada","Larceny-theft","Property Crime","1989","40686"
"Nevada","Larceny-theft","Property Crime","1990","42097"
"Nevada","Larceny-theft","Property Crime","1991","45781"
"Nevada","Larceny-theft","Property Crime","1992","46714"
"Nevada","Larceny-theft","Property Crime","1993","46137"
"Nevada","Larceny-theft","Property Crime","1994","51893"
"Nevada","Larceny-theft","Property Crime","1995","54563"
"Nevada","Larceny-theft","Property Crime","1996","52295"
"Nevada","Larceny-theft","Property Crime","1997","53112"
"Nevada","Larceny-theft","Property Crime","1998","47367"
"Nevada","Larceny-theft","Property Crime","1999","43167"
"Nevada","Larceny-theft","Property Crime","2000","44125"
"Nevada","Larceny-theft","Property Crime","2001","45073"
"Nevada","Larceny-theft","Property Crime","2002","47459"
"Nevada","Larceny-theft","Property Crime","2003","53321"
"Nevada","Larceny-theft","Property Crime","2004","52438"
"Nevada","Larceny-theft","Property Crime","2005","52012"
"Nevada","Motor vehicle theft","Property Crime","1960","1118"
"Nevada","Motor vehicle theft","Property Crime","1961","1416"
"Nevada","Motor vehicle theft","Property Crime","1962","1687"
"Nevada","Motor vehicle theft","Property Crime","1963","2475"
"Nevada","Motor vehicle theft","Property Crime","1964","2109"
"Nevada","Motor vehicle theft","Property Crime","1965","1923"
"Nevada","Motor vehicle theft","Property Crime","1966","1749"
"Nevada","Motor vehicle theft","Property Crime","1967","2117"
"Nevada","Motor vehicle theft","Property Crime","1968","2037"
"Nevada","Motor vehicle theft","Property Crime","1969","2560"
"Nevada","Motor vehicle theft","Property Crime","1970","3229"
"Nevada","Motor vehicle theft","Property Crime","1971","3074"
"Nevada","Motor vehicle theft","Property Crime","1972","2969"
"Nevada","Motor vehicle theft","Property Crime","1973","3349"
"Nevada","Motor vehicle theft","Property Crime","1974","3473"
"Nevada","Motor vehicle theft","Property Crime","1975","3019"
"Nevada","Motor vehicle theft","Property Crime","1976","3082"
"Nevada","Motor vehicle theft","Property Crime","1977","3540"
"Nevada","Motor vehicle theft","Property Crime","1978","3971"
"Nevada","Motor vehicle theft","Property Crime","1979","4945"
"Nevada","Motor vehicle theft","Property Crime","1980","5429"
"Nevada","Motor vehicle theft","Property Crime","1981","5026"
"Nevada","Motor vehicle theft","Property Crime","1982","4977"
"Nevada","Motor vehicle theft","Property Crime","1983","4200"
"Nevada","Motor vehicle theft","Property Crime","1984","4514"
"Nevada","Motor vehicle theft","Property Crime","1985","4646"
"Nevada","Motor vehicle theft","Property Crime","1986","4600"
"Nevada","Motor vehicle theft","Property Crime","1987","5589"
"Nevada","Motor vehicle theft","Property Crime","1988","6351"
"Nevada","Motor vehicle theft","Property Crime","1989","6439"
"Nevada","Motor vehicle theft","Property Crime","1990","7121"
"Nevada","Motor vehicle theft","Property Crime","1991","8376"
"Nevada","Motor vehicle theft","Property Crime","1992","9255"
"Nevada","Motor vehicle theft","Property Crime","1993","10255"
"Nevada","Motor vehicle theft","Property Crime","1994","11065"
"Nevada","Motor vehicle theft","Property Crime","1995","11405"
"Nevada","Motor vehicle theft","Property Crime","1996","11194"
"Nevada","Motor vehicle theft","Property Crime","1997","13220"
"Nevada","Motor vehicle theft","Property Crime","1998","13766"
"Nevada","Motor vehicle theft","Property Crime","1999","13094"
"Nevada","Motor vehicle theft","Property Crime","2000","13172"
"Nevada","Motor vehicle theft","Property Crime","2001","14702"
"Nevada","Motor vehicle theft","Property Crime","2002","17486"
"Nevada","Motor vehicle theft","Property Crime","2003","20849"
"Nevada","Motor vehicle theft","Property Crime","2004","22635"
"Nevada","Motor vehicle theft","Property Crime","2005","26931"
"New Hampshire","Murder and nonnegligent Manslaughter","Violent Crime","1960","8"
"New Hampshire","Murder and nonnegligent Manslaughter","Violent Crime","1961","4"
"New Hampshire","Murder and nonnegligent Manslaughter","Violent Crime","1962","15"
"New Hampshire","Murder and nonnegligent Manslaughter","Violent Crime","1963","20"
"New Hampshire","Murder and nonnegligent Manslaughter","Violent Crime","1964","6"
"New Hampshire","Murder and nonnegligent Manslaughter","Violent Crime","1965","18"
"New Hampshire","Murder and nonnegligent Manslaughter","Violent Crime","1966","13"
"New Hampshire","Murder and nonnegligent Manslaughter","Violent Crime","1967","14"
"New Hampshire","Murder and nonnegligent Manslaughter","Violent Crime","1968","10"
"New Hampshire","Murder and nonnegligent Manslaughter","Violent Crime","1969","18"
"New Hampshire","Murder and nonnegligent Manslaughter","Violent Crime","1970","15"
"New Hampshire","Murder and nonnegligent Manslaughter","Violent Crime","1971","17"
"New Hampshire","Murder and nonnegligent Manslaughter","Violent Crime","1972","13"
"New Hampshire","Murder and nonnegligent Manslaughter","Violent Crime","1973","17"
"New Hampshire","Murder and nonnegligent Manslaughter","Violent Crime","1974","28"
"New Hampshire","Murder and nonnegligent Manslaughter","Violent Crime","1975","24"
"New Hampshire","Murder and nonnegligent Manslaughter","Violent Crime","1976","27"
"New Hampshire","Murder and nonnegligent Manslaughter","Violent Crime","1977","27"
"New Hampshire","Murder and nonnegligent Manslaughter","Violent Crime","1978","12"
"New Hampshire","Murder and nonnegligent Manslaughter","Violent Crime","1979","21"
"New Hampshire","Murder and nonnegligent Manslaughter","Violent Crime","1980","23"
"New Hampshire","Murder and nonnegligent Manslaughter","Violent Crime","1981","27"
"New Hampshire","Murder and nonnegligent Manslaughter","Violent Crime","1982","21"
"New Hampshire","Murder and nonnegligent Manslaughter","Violent Crime","1983","19"
"New Hampshire","Murder and nonnegligent Manslaughter","Violent Crime","1984","10"
"New Hampshire","Murder and nonnegligent Manslaughter","Violent Crime","1985","21"
"New Hampshire","Murder and nonnegligent Manslaughter","Violent Crime","1986","23"
"New Hampshire","Murder and nonnegligent Manslaughter","Violent Crime","1987","32"
"New Hampshire","Murder and nonnegligent Manslaughter","Violent Crime","1988","25"
"New Hampshire","Murder and nonnegligent Manslaughter","Violent Crime","1989","36"
"New Hampshire","Murder and nonnegligent Manslaughter","Violent Crime","1990","21"
"New Hampshire","Murder and nonnegligent Manslaughter","Violent Crime","1991","40"
"New Hampshire","Murder and nonnegligent Manslaughter","Violent Crime","1992","18"
"New Hampshire","Murder and nonnegligent Manslaughter","Violent Crime","1993","23"
"New Hampshire","Murder and nonnegligent Manslaughter","Violent Crime","1994","16"
"New Hampshire","Murder and nonnegligent Manslaughter","Violent Crime","1995","21"
"New Hampshire","Murder and nonnegligent Manslaughter","Violent Crime","1996","20"
"New Hampshire","Murder and nonnegligent Manslaughter","Violent Crime","1997","16"
"New Hampshire","Murder and nonnegligent Manslaughter","Violent Crime","1998","18"
"New Hampshire","Murder and nonnegligent Manslaughter","Violent Crime","1999","18"
"New Hampshire","Murder and nonnegligent Manslaughter","Violent Crime","2000","22"
"New Hampshire","Murder and nonnegligent Manslaughter","Violent Crime","2001","17"
"New Hampshire","Murder and nonnegligent Manslaughter","Violent Crime","2002","12"
"New Hampshire","Murder and nonnegligent Manslaughter","Violent Crime","2003","17"
"New Hampshire","Murder and nonnegligent Manslaughter","Violent Crime","2004","17"
"New Hampshire","Murder and nonnegligent Manslaughter","Violent Crime","2005","18"
"New Hampshire","Forcible rape","Violent Crime","1960","25"
"New Hampshire","Forcible rape","Violent Crime","1961","19"
"New Hampshire","Forcible rape","Violent Crime","1962","22"
"New Hampshire","Forcible rape","Violent Crime","1963","30"
"New Hampshire","Forcible rape","Violent Crime","1964","25"
"New Hampshire","Forcible rape","Violent Crime","1965","14"
"New Hampshire","Forcible rape","Violent Crime","1966","30"
"New Hampshire","Forcible rape","Violent Crime","1967","23"
"New Hampshire","Forcible rape","Violent Crime","1968","19"
"New Hampshire","Forcible rape","Violent Crime","1969","29"
"New Hampshire","Forcible rape","Violent Crime","1970","44"
"New Hampshire","Forcible rape","Violent Crime","1971","63"
"New Hampshire","Forcible rape","Violent Crime","1972","54"
"New Hampshire","Forcible rape","Violent Crime","1973","75"
"New Hampshire","Forcible rape","Violent Crime","1974","68"
"New Hampshire","Forcible rape","Violent Crime","1975","71"
"New Hampshire","Forcible rape","Violent Crime","1976","80"
"New Hampshire","Forcible rape","Violent Crime","1977","91"
"New Hampshire","Forcible rape","Violent Crime","1978","82"
"New Hampshire","Forcible rape","Violent Crime","1979","152"
"New Hampshire","Forcible rape","Violent Crime","1980","159"
"New Hampshire","Forcible rape","Violent Crime","1981","154"
"New Hampshire","Forcible rape","Violent Crime","1982","154"
"New Hampshire","Forcible rape","Violent Crime","1983","187"
"New Hampshire","Forcible rape","Violent Crime","1984","202"
"New Hampshire","Forcible rape","Violent Crime","1985","191"
"New Hampshire","Forcible rape","Violent Crime","1986","221"
"New Hampshire","Forcible rape","Violent Crime","1987","281"
"New Hampshire","Forcible rape","Violent Crime","1988","276"
"New Hampshire","Forcible rape","Violent Crime","1989","327"
"New Hampshire","Forcible rape","Violent Crime","1990","386"
"New Hampshire","Forcible rape","Violent Crime","1991","330"
"New Hampshire","Forcible rape","Violent Crime","1992","424"
"New Hampshire","Forcible rape","Violent Crime","1993","499"
"New Hampshire","Forcible rape","Violent Crime","1994","407"
"New Hampshire","Forcible rape","Violent Crime","1995","333"
"New Hampshire","Forcible rape","Violent Crime","1996","404"
"New Hampshire","Forcible rape","Violent Crime","1997","395"
"New Hampshire","Forcible rape","Violent Crime","1998","400"
"New Hampshire","Forcible rape","Violent Crime","1999","345"
"New Hampshire","Forcible rape","Violent Crime","2000","522"
"New Hampshire","Forcible rape","Violent Crime","2001","458"
"New Hampshire","Forcible rape","Violent Crime","2002","446"
"New Hampshire","Forcible rape","Violent Crime","2003","438"
"New Hampshire","Forcible rape","Violent Crime","2004","466"
"New Hampshire","Forcible rape","Violent Crime","2005","405"
"New Hampshire","Robbery","Violent Crime","1960","18"
"New Hampshire","Robbery","Violent Crime","1961","21"
"New Hampshire","Robbery","Violent Crime","1962","22"
"New Hampshire","Robbery","Violent Crime","1963","43"
"New Hampshire","Robbery","Violent Crime","1964","43"
"New Hampshire","Robbery","Violent Crime","1965","46"
"New Hampshire","Robbery","Violent Crime","1966","70"
"New Hampshire","Robbery","Violent Crime","1967","42"
"New Hampshire","Robbery","Violent Crime","1968","72"
"New Hampshire","Robbery","Violent Crime","1969","75"
"New Hampshire","Robbery","Violent Crime","1970","89"
"New Hampshire","Robbery","Violent Crime","1971","123"
"New Hampshire","Robbery","Violent Crime","1972","103"
"New Hampshire","Robbery","Violent Crime","1973","105"
"New Hampshire","Robbery","Violent Crime","1974","209"
"New Hampshire","Robbery","Violent Crime","1975","236"
"New Hampshire","Robbery","Violent Crime","1976","204"
"New Hampshire","Robbery","Violent Crime","1977","197"
"New Hampshire","Robbery","Violent Crime","1978","229"
"New Hampshire","Robbery","Violent Crime","1979","254"
"New Hampshire","Robbery","Violent Crime","1980","386"
"New Hampshire","Robbery","Violent Crime","1981","335"
"New Hampshire","Robbery","Violent Crime","1982","322"
"New Hampshire","Robbery","Violent Crime","1983","231"
"New Hampshire","Robbery","Violent Crime","1984","227"
"New Hampshire","Robbery","Violent Crime","1985","266"
"New Hampshire","Robbery","Violent Crime","1986","242"
"New Hampshire","Robbery","Violent Crime","1987","280"
"New Hampshire","Robbery","Violent Crime","1988","231"
"New Hampshire","Robbery","Violent Crime","1989","264"
"New Hampshire","Robbery","Violent Crime","1990","302"
"New Hampshire","Robbery","Violent Crime","1991","365"
"New Hampshire","Robbery","Violent Crime","1992","367"
"New Hampshire","Robbery","Violent Crime","1993","307"
"New Hampshire","Robbery","Violent Crime","1994","308"
"New Hampshire","Robbery","Violent Crime","1995","314"
"New Hampshire","Robbery","Violent Crime","1996","317"
"New Hampshire","Robbery","Violent Crime","1997","274"
"New Hampshire","Robbery","Violent Crime","1998","255"
"New Hampshire","Robbery","Violent Crime","1999","257"
"New Hampshire","Robbery","Violent Crime","2000","453"
"New Hampshire","Robbery","Violent Crime","2001","445"
"New Hampshire","Robbery","Violent Crime","2002","413"
"New Hampshire","Robbery","Violent Crime","2003","480"
"New Hampshire","Robbery","Violent Crime","2004","500"
"New Hampshire","Robbery","Violent Crime","2005","359"
"New Hampshire","Aggravated assault","Violent Crime","1960","30"
"New Hampshire","Aggravated assault","Violent Crime","1961","45"
"New Hampshire","Aggravated assault","Violent Crime","1962","119"
"New Hampshire","Aggravated assault","Violent Crime","1963","71"
"New Hampshire","Aggravated assault","Violent Crime","1964","75"
"New Hampshire","Aggravated assault","Violent Crime","1965","78"
"New Hampshire","Aggravated assault","Violent Crime","1966","146"
"New Hampshire","Aggravated assault","Violent Crime","1967","139"
"New Hampshire","Aggravated assault","Violent Crime","1968","178"
"New Hampshire","Aggravated assault","Violent Crime","1969","203"
"New Hampshire","Aggravated assault","Violent Crime","1970","265"
"New Hampshire","Aggravated assault","Violent Crime","1971","377"
"New Hampshire","Aggravated assault","Violent Crime","1972","321"
"New Hampshire","Aggravated assault","Violent Crime","1973","452"
